incident_id,company_name,company_revenue_usd,company_size_revenue,country_hq,industry_primary,industry_secondary,tipo_industria,employee_count,company_size_employee,is_public_company,stock_ticker,incident_date,incident_year,incident_month,incident_quarter,incident_quarter_label,incident_year_quarter,incident_date_estimated,discovery_date,disclosure_date,attack_vector_primary,attack_vector_secondary,attack_vector_secondary_label,attack_chain,attributed_group,attribution_confidence,data_compromised_records,data_impact_category,data_type,systems_affected,downtime_hours,downtime_impact_category,quality_score,direct_loss_usd,ransom_paid_usd,recovery_cost_usd,regulatory_fine_usd,insurance_payout_usd,total_loss_usd,price_disclosure_day,sector_return_same_period,abnormal_return_1d,abnormal_return_30d,days_to_price_recovery,rango_recuperacion,estado_recuperacion,company_size
2022-0115-001,Horizon Current Power Corp.,289070432.92,< 1B,US,22,,Solo Primaria,1006,Muy grande,False,,2022-01-15,2022,1,1,Q1,2022 Q1,False,2022-02-02,2022-02-20,ransomware,,Sin vector secundario,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,BlackBasta,suspected,394094.0,Alto,PII,"website,payment_systems,backup_systems,active_directory",16.86,Bajo,54.37,18000000.0,0.0,10065253.84,11721197.59,,40703228.53,,,,,,,,Pequeña
2022-0620-001,Harbor Granite Assurance AG,67581877.51,< 1B,DE,52,,Solo Primaria,158,Mediana,False,,2022-06-20,2022,6,2,Q2,2022 Q2,False,2022-09-19,2022-12-28,phishing,,Sin vector secundario,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,REvil,probable,115134.0,Alto,PII,"SCADA,email,cloud_infrastructure,website",,Sin dato,72.49,2753289.72,0.0,2916635.26,0.0,2916980.51,6207660.23,,,,,,,,Pequeña
2023-0116-001,ProPremier Partners Ltd.,511812112.08,< 1B,SG,54,,Solo Primaria,1843,Muy grande,False,,2023-01-16,2023,1,1,Q1,2023 Q1,False,2023-01-28,2023-03-05,malware,,Sin vector secundario,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,,,8880469.0,Alto,credentials,"backup_systems,manufacturing_OT,customer_database,payment_systems",,Sin dato,80.46,14758259.32,0.0,4538185.27,1936541.59,10357614.68,26076202.8,,,,,,,,Pequeña
2022-0629-001,Atlanta Engineering Corp.,5440226346.48,1B–10B,PT,31-33,,Solo Primaria,18223,Muy grande,True,ATLA.LS,2022-06-29,2022,6,2,Q2,2022 Q2,False,2022-10-01,2022-11-08,ransomware,supply_chain,supply_chain,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,19879.0,Medio,mixed,cloud_infrastructure,,Sin dato,93.46,5728372.4,0.0,4957831.53,0.0,,11910638.96,,,,,,,,Mediana
2023-0313-001,Haifa Therapeutics Ltd.,18764843673.93,10B–100B,IL,62,,Solo Primaria,109966,Muy grande,True,HAIF.TA,2023-03-13,2023,3,1,Q1,2023 Q1,False,2023-04-14,2023-06-07,phishing,supply_chain,supply_chain,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,,,15655.0,Medio,mixed,ERP,,Sin dato,61.25,8992533.3,0.0,6876029.32,0.0,10656558.54,17834463.27,,,,,,,,Mediana
2025-1116-001,RemedyCella Medical SA,77492399.37,< 1B,FR,62,51,Primaria y Secundaria,415,Grande,False,,2025-11-16,2025,11,4,Q4,2025 Q4,False,2025-12-16,2025-12-21,phishing,trojan,trojan,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,Conti,suspected,5203.0,Medio,PII,"SSO,website",,Sin dato,76.44,93158.99,0.0,67870.29,0.0,,173793.07,,,,,,,,Pequeña
2021-0802-001,SmartQuick Trading Holdings Inc.,53013440.4,< 1B,CA,44-45,,Solo Primaria,357,Grande,False,,2021-08-02,2021,8,3,Q3,2021 Q3,False,2021-10-02,2021-10-10,ransomware,,Sin vector secundario,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Turla,unknown,11469312.0,Alto,mixed,"payment_systems,email,customer_database,file_servers",140.01,Alto,81.72,14313628.91,0.0,14282971.96,262529.37,5444454.92,31831071.48,,,,,,,,Pequeña
2025-0202-001,Valor Consult Advisory Holdings Inc.,36280230.44,< 1B,US,54,,Solo Primaria,125,Mediana,False,,2025-02-02,2025,2,1,Q1,2025 Q1,False,2025-02-05,2025-02-09,phishing,,Sin vector secundario,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,Hive,probable,253301.0,Alto,financial,"manufacturing_OT,website,SSO,payment_systems,cloud_infrastructure",,Sin dato,93.73,4353627.65,0.0,3447736.82,1508240.18,,9621278.83,,,,,,,,Pequeña
2024-0311-001,Harrington Stores Group PLC,63514125551.35,10B–100B,GB,44-45,,Solo Primaria,388347,Muy grande,True,HARR.L,2024-03-11,2024,3,1,Q1,2024 Q1,False,2024-05-13,2024-06-02,ddos,,Sin vector secundario,Multi-vector botnet activation → volumetric UDP reflection (900 Gbps peak) → application-layer HTTP/2 flood → 18-hour service degradation,BlackCat/ALPHV,confirmed,,Sin dato,,"manufacturing_OT,file_servers,email,website,payment_systems",,Sin dato,89.32,2243720.54,0.0,2473988.06,0.0,,5222168.22,,,,,,,,Mediana
2025-1226-001,CastComponent Industrial Group SA,89373233.0,< 1B,FR,31-33,,Solo Primaria,284,Grande,False,,2025-12-26,2025,12,4,Q4,2025 Q4,True,2026-02-24,2026-03-11,apt,,Sin vector secundario,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,FIN7,probable,49243.0,Medio,health,"active_directory,cloud_infrastructure,payment_systems",148.94,Alto,81.0,5119285.75,0.0,3553590.95,0.0,2543920.34,10306666.13,,,,,,,,Pequeña
2022-1002-001,ReserveSecura Group Holdings Ltd.,409011049.14,< 1B,IN,52,,Solo Primaria,1108,Muy grande,True,RESE.NS,2022-10-02,2022,10,4,Q4,2022 Q4,False,2022-11-01,2023-01-03,data_breach,malware,malware,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,APT41,probable,18853.0,Medio,PII,"active_directory,cloud_infrastructure,HR_systems,ERP,VPN",,Sin dato,75.32,79757154.58,0.0,61744780.37,0.0,26884545.88,151891147.75,11.66,-0.017014,-0.01982,0.024011,53.0,>30 días,Recuperación lenta,Pequeña
2025-1214-001,PublicBorough Agency GmbH,483890032.57,< 1B,DE,92,,Solo Primaria,4203,Muy grande,False,,2025-12-14,2025,12,4,Q4,2025 Q4,False,2025-12-25,2026-01-17,data_breach,,Sin vector secundario,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,,,377861.0,Alto,mixed,"ERP,website,VPN",,Sin dato,89.6,933636.3,0.0,747793.73,0.0,1102812.98,1842560.03,,,,,,,,Pequeña
2021-1217-001,Polaris Noble Logistics Holdings Inc.,1206339366.45,1B–10B,US,48-49,,Solo Primaria,5128,Muy grande,True,PNL,2021-12-17,2021,12,4,Q4,2021 Q4,False,2022-01-03,2022-02-02,phishing,supply_chain,supply_chain,,NoName057,unknown,54963.0,Medio,credentials,"ERP,backup_systems,manufacturing_OT",,Sin dato,52.85,9402075.46,0.0,8083196.8,3686949.34,,22094507.34,11.13,-0.006541,-0.013612,-0.007276,31.0,>30 días,Recuperación lenta,Mediana
2023-0705-001,Rossi Learning Co.,895536291.0,< 1B,US,61,,Solo Primaria,10767,Muy grande,False,,2023-07-05,2023,7,3,Q3,2023 Q3,False,2023-08-08,2023-08-21,ransomware,,Sin vector secundario,,,,1399411.0,Alto,credentials,"file_servers,backup_systems,ERP",83.59,Alto,85.51,,,,,,,,,,,,,,Pequeña
2021-0929-001,LiveMedia Productions Group Inc.,456009014.89,< 1B,MY,71,,Solo Primaria,2182,Muy grande,False,,2021-09-29,2021,9,3,Q3,2021 Q3,False,2021-12-31,2022-01-20,data_breach,phishing,phishing,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,,,,Sin dato,,"ERP,CRM,email,backup_systems,file_servers",,Sin dato,81.29,31666820.89,0.0,9721884.09,0.0,15078487.35,48606032.1,,,,,,,,Pequeña
2022-0910-001,MetroCivic Department Group PLC,15370303302.14,10B–100B,GB,92,71,Primaria y Secundaria,140613,Muy grande,False,,2022-09-10,2022,9,3,Q3,2022 Q3,False,2022-09-21,2022-10-29,phishing,,Sin vector secundario,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,APT41,suspected,,Sin dato,,"active_directory,manufacturing_OT",,Sin dato,91.58,144816975.17,0.0,152769019.55,0.0,,337622011.91,,,,,,,,Mediana
2024-0302-001,Silver Granite Freight Inc.,8048202471.9,1B–10B,CA,48-49,,Solo Primaria,59433,Muy grande,True,SGF.TO,2024-03-02,2024,3,1,Q1,2024 Q1,False,2024-03-19,2024-04-03,ddos,,Sin vector secundario,,DarkSide,suspected,,Sin dato,,"CRM,ERP",55.71,Medio,98.87,67982891.15,0.0,22575253.22,0.0,36142621.55,106897774.24,54.85,0.012847,-0.019477,-0.009024,53.0,>30 días,Recuperación lenta,Mediana
2023-0507-001,Montpellier Healthcare SA,105038086.57,< 1B,FR,62,,Solo Primaria,504,Grande,False,,2023-05-07,2023,5,2,Q2,2023 Q2,False,2023-06-06,2023-06-18,supply_chain,,Sin vector secundario,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,RansomHub,probable,,Sin dato,,"SCADA,active_directory,HR_systems,website",29.7,Medio,73.88,6963985.26,0.0,7118387.89,0.0,,14619127.98,,,,,,,,Pequeña
2023-0412-001,SyncNet Dynamics Corp.,30158113950.05,10B–100B,US,51,,Solo Primaria,57888,Muy grande,True,SYNC,2023-04-12,2023,4,2,Q2,2023 Q2,False,2023-10-13,2023-10-30,trojan,data_breach,data_breach,Drive-by download from compromised ad network → remote access trojan deployment → keylogger activation → credential theft → lateral movement to file servers,Vice_Society,probable,261104.0,Alto,mixed,"ERP,manufacturing_OT,active_directory,cloud_infrastructure,email",,Sin dato,96.25,1800000.0,0.0,1726874.91,0.0,2211072.47,3627758.17,385.27,-0.001171,-0.027914,-0.034209,309.0,>30 días,Recuperación lenta,Mediana
2024-0113-001,Eagle Atlas Technologies Corp.,1551319568.58,1B–10B,US,51,62,Primaria y Secundaria,3017,Muy grande,False,,2024-01-13,2024,1,1,Q1,2024 Q1,False,2024-01-21,2024-02-11,phishing,,Sin vector secundario,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,,,,Sin dato,,"SCADA,website,ERP,customer_database",,Sin dato,73.46,1260757.06,0.0,839513.99,0.0,,2165416.3,,,,,,,,Mediana
2023-1229-001,CountyCounty Administration Group Inc.,40112516843.5,10B–100B,US,92,51,Primaria y Secundaria,617844,Muy grande,False,,2023-12-29,2023,12,4,Q4,2023 Q4,False,2024-01-16,2024-03-17,apt,,Sin vector secundario,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,Conti,probable,230489.0,Alto,mixed,"HR_systems,VPN",46.06,Medio,89.84,295644724.03,0.0,187476590.83,0.0,173777751.27,551520298.92,,,,,,,,Mediana
2024-1002-001,Houston Agency Inc.,9231932763.94,1B–10B,FI,92,,Solo Primaria,103974,Muy grande,False,,2024-10-02,2024,10,4,Q4,2024 Q4,False,2024-10-16,2024-10-26,phishing,backdoor,backdoor,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,Royal,probable,608591.0,Alto,mixed,"file_servers,SCADA,VPN",,Sin dato,71.15,186668913.15,0.0,56449371.34,12870778.39,102917420.3,278305202.82,,,,,,,,Mediana
2023-0609-001,Jasper Creative Studios Pty Ltd.,315567696.4,< 1B,AU,71,,Solo Primaria,1677,Muy grande,True,JCS.AX,2023-06-09,2023,6,2,Q2,2023 Q2,False,2023-08-10,2023-09-18,ddos,,Sin vector secundario,,,,,Sin dato,,"manufacturing_OT,cloud_infrastructure,SSO,CRM",129.43,Alto,93.4,1838169.81,0.0,1064946.67,0.0,1861004.54,3046921.18,11.74,0.011612,0.008846,0.054253,,Sin dato,No recuperado,Pequeña
2025-0129-001,Amsterdam Services N.V.,6758190236.75,1B–10B,NL,56,,Solo Primaria,228627,Muy grande,True,AMST.AS,2025-01-29,2025,1,1,Q1,2025 Q1,False,2025-02-17,2025-02-21,ddos,,Sin vector secundario,,,,,Sin dato,,"SSO,HR_systems,file_servers",,Sin dato,97.38,2381468.44,0.0,1085167.04,0.0,1181743.62,4119273.4,60.46,0.019437,-0.000818,0.019133,,Sin dato,No recuperado,Mediana
2022-0313-001,Raleigh Holdings Holdings Inc.,381571305.56,< 1B,AE,52,,Solo Primaria,1511,Muy grande,False,,2022-03-13,2022,3,1,Q1,2022 Q1,False,2022-04-15,2022-04-25,ransomware,supply_chain,supply_chain,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,REvil,probable,7443.0,Medio,financial,"email,SSO",10.56,Bajo,92.02,1800000.0,0.0,1036166.52,0.0,1762697.33,3178260.79,,,,,,,,Pequeña
2025-0510-001,Sierra Node Ventures SA,48578250641.23,10B–100B,CH,51,,Solo Primaria,121295,Muy grande,True,SNV.SW,2025-05-10,2025,5,2,Q2,2025 Q2,False,2025-06-13,2025-07-07,backdoor,phishing,phishing,,,,,Sin dato,,"active_directory,VPN,payment_systems,SCADA",,Sin dato,67.64,412427438.13,0.0,480033355.86,0.0,,1033138777.89,632.61,0.013422,-0.036212,0.006667,32.0,>30 días,Recuperación lenta,Mediana
2023-1209-001,Timber Baltic Labs Corp.,760011461.36,< 1B,US,62,,Solo Primaria,3539,Muy grande,True,TBL,2023-12-09,2023,12,4,Q4,2023 Q4,True,2024-01-12,2024-01-22,ransomware,data_breach,data_breach,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,1474963.0,Alto,mixed,"customer_database,cloud_infrastructure",19.05,Bajo,90.97,52066109.48,3248442.9,36926475.03,0.0,53133710.53,102437748.81,9.19,0.006586,-0.056546,-0.019761,23.0,8-30 días,Recuperación rápida,Pequeña
2023-0126-001,Okonkwo Retail Group SA,185852301.53,< 1B,FR,44-45,61,Primaria y Secundaria,1612,Muy grande,True,OKON.PA,2023-01-26,2023,1,1,Q1,2023 Q1,False,2023-05-01,2023-05-21,malware,,Sin vector secundario,,Hive,probable,8223.0,Medio,PII,"CRM,active_directory,website,customer_database,ERP",22.2,Bajo,97.38,658157.1,0.0,776071.87,0.0,1019778.0,1593071.46,14.29,-0.006951,-0.005854,-0.02152,171.0,>30 días,Recuperación lenta,Pequeña
2024-1121-001,Lantern Borealis Transport Group SA,303618338.7,< 1B,FR,48-49,,Solo Primaria,2120,Muy grande,False,,2024-11-21,2024,11,4,Q4,2024 Q4,False,2024-11-29,2024-12-11,ransomware,,Sin vector secundario,,,,122513.0,Alto,financial,"active_directory,cloud_infrastructure,manufacturing_OT,email,file_servers",30.9,Medio,73.81,11012612.09,2230082.01,7054524.68,519104.39,6409895.12,24501646.76,,,,,,,,Pequeña
2024-0629-001,Nexus Summit Industries Corp.,116374357.95,< 1B,US,31-33,,Solo Primaria,655,Grande,True,NSI,2024-06-29,2024,6,2,Q2,2024 Q2,False,2024-08-31,2024-11-03,trojan,,Sin vector secundario,Drive-by download from compromised ad network → remote access trojan deployment → keylogger activation → credential theft → lateral movement to file servers,,,,Sin dato,,"manufacturing_OT,backup_systems,SSO",,Sin dato,58.94,1370720.75,0.0,1530482.09,0.0,,3127380.03,10.56,-0.008034,-0.019547,0.016858,,Sin dato,No recuperado,Pequeña
2024-1105-001,SanDiego Services Co.,414106058.1,< 1B,US,54,51,Primaria y Secundaria,1850,Muy grande,False,,2024-11-05,2024,11,4,Q4,2024 Q4,False,2025-01-05,2025-01-13,ransomware,ddos,ddos,,,,,Sin dato,,"backup_systems,CRM,manufacturing_OT",274.09,Alto,97.17,111808635.69,0.0,109812447.09,0.0,,246659910.53,,,,,,,,Pequeña
2022-0816-001,Sequoia Expert Consulting Group Inc.,6378106796.04,1B–10B,US,54,,Solo Primaria,33772,Muy grande,True,SEC,2022-08-16,2022,8,3,Q3,2022 Q3,False,2022-08-26,2022-10-04,ransomware,backdoor,backdoor,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Lazarus_Group,unknown,36959.0,Medio,credentials,"cloud_infrastructure,CRM,backup_systems",7.78,Bajo,95.82,3980146.29,7398507.79,3516613.89,0.0,2969519.24,16134027.52,54.12,0.006886,-0.013358,0.000167,22.0,8-30 días,Recuperación rápida,Mediana
2025-0127-001,Frontier Urban Properties S.L.,35095220.87,< 1B,ES,53,51,Primaria y Secundaria,133,Mediana,False,,2025-01-27,2025,1,1,Q1,2025 Q1,False,2025-02-08,2025-02-18,ransomware,phishing,phishing,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,14696.0,Medio,PII,CRM,,Sin dato,91.11,9475709.63,0.0,4367502.86,0.0,9574373.5,16478704.34,,,,,,,,Pequeña
2024-0320-001,Citadel Store Retail AB,372760483.25,< 1B,SE,44-45,,Solo Primaria,4423,Muy grande,False,,2024-03-20,2024,3,1,Q1,2024 Q1,False,2024-03-28,2024-05-14,ddos,,Sin vector secundario,Multi-vector botnet activation → volumetric UDP reflection (900 Gbps peak) → application-layer HTTP/2 flood → 18-hour service degradation,,,,Sin dato,,"VPN,active_directory,backup_systems,CRM,payment_systems",163.08,Alto,91.13,7292301.03,0.0,3867372.66,0.0,4553579.44,13345654.1,,,,,,,,Pequeña
2023-0521-001,ArchDraft Development Pvt. Ltd.,342868920.5,< 1B,IN,23,,Solo Primaria,2013,Muy grande,False,,2023-05-21,2023,5,2,Q2,2023 Q2,False,2023-05-23,2023-06-06,apt,,Sin vector secundario,,,,1000.0,Medio,credentials,"SCADA,active_directory,email,ERP,VPN",26.28,Medio,99.66,14521395.01,0.0,8641070.85,0.0,,26269689.26,,,,,,,,Pequeña
2025-1225-001,Atlanta Components Holdings Inc.,326625998.19,< 1B,US,31-33,,Solo Primaria,1374,Muy grande,True,ATL2,2025-12-25,2025,12,4,Q4,2025 Q4,False,2026-01-26,2026-05-01,apt,,Sin vector secundario,,Akira,probable,3392784.0,Alto,PII,"payment_systems,SCADA,CRM",,Sin dato,92.93,819834.32,0.0,828953.95,0.0,,1810789.86,12.06,0.001547,-0.0262,0.010159,32.0,>30 días,Recuperación lenta,Pequeña
2022-1116-001,Minneapolis Electric Group Inc.,28961677805.62,10B–100B,MX,22,,Solo Primaria,54205,Muy grande,False,,2022-11-16,2022,11,4,Q4,2022 Q4,False,2023-01-15,2023-01-21,backdoor,,Sin vector secundario,Exploitation of unpatched VPN appliance → web shell implant → SSH backdoor installed → persistent access maintained for 6+ months → bulk data exfiltration,,,,Sin dato,,"HR_systems,backup_systems,website,SCADA",,Sin dato,84.07,4826651.0,0.0,3376518.54,0.0,3555471.89,9521727.16,,,,,,,,Mediana
2021-0331-001,MatrixByte Microsystems Inc.,4081108010.21,1B–10B,US,51,,Solo Primaria,16249,Muy grande,False,,2021-03-31,2021,3,1,Q1,2021 Q1,True,2021-04-18,2021-06-03,ransomware,apt,apt,,APT41,probable,731006.0,Alto,health,"email,backup_systems,active_directory,VPN",170.79,Alto,84.17,31524242.29,5939638.34,30508216.08,0.0,,77211722.95,,,,,,,,Mediana
2021-0713-001,Lindgren BioSciences Corp.,46519235994.21,10B–100B,CA,62,,Solo Primaria,384763,Muy grande,True,LIND.TO,2021-07-13,2021,7,3,Q3,2021 Q3,False,2021-09-16,2021-10-18,ransomware,,Sin vector secundario,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,REvil,confirmed,298173.0,Alto,mixed,"cloud_infrastructure,customer_database,SCADA,HR_systems,email",28.59,Medio,71.44,27139094.5,0.0,15036952.68,0.0,24998980.65,48540283.33,698.93,0.017397,-0.057044,-0.023902,206.0,>30 días,Recuperación lenta,Mediana
2025-0727-001,CircuitProto Robotics GmbH,927734843.99,< 1B,DE,51,,Solo Primaria,2505,Muy grande,True,CIRC.DE,2025-07-27,2025,7,3,Q3,2025 Q3,True,2025-08-11,2025-08-29,phishing,supply_chain,supply_chain,,APT41,probable,,Sin dato,,"VPN,manufacturing_OT,cloud_infrastructure,HR_systems",,Sin dato,70.38,,,,,,,5.78,0.028584,-0.022619,0.011859,8.0,8-30 días,Recuperación rápida,Pequeña
2022-0929-001,Liverpool Holdings Ltd.,55311354.72,< 1B,GB,52,,Solo Primaria,144,Mediana,False,,2022-09-29,2022,9,3,Q3,2022 Q3,True,2022-10-01,2022-10-06,supply_chain,,Sin vector secundario,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,,,,Sin dato,,"SCADA,active_directory,website,payment_systems,email",,Sin dato,72.03,671808.86,0.0,698813.65,0.0,,1558311.04,,,,,,,,Pequeña
2022-0629-002,Melbourne Advisory Pty Ltd.,33203239811.6,10B–100B,AU,52,,Solo Primaria,82705,Muy grande,True,MELB.AX,2022-06-29,2022,6,2,Q2,2022 Q2,False,2022-07-02,2022-07-11,ransomware,,Sin vector secundario,,Akira,confirmed,11336.0,Medio,health,"cloud_infrastructure,website,HR_systems,backup_systems,payment_systems",,Sin dato,52.25,478137493.98,3361583.85,356250024.88,0.0,194275004.13,962294220.34,260.1,-0.008931,-0.055034,-5.5e-05,11.0,8-30 días,Recuperación rápida,Mediana
2025-1022-002,TreasuryAsset Insurance Group Inc.,8448823347.33,1B–10B,US,52,,Solo Primaria,22989,Muy grande,False,,2025-10-22,2025,10,4,Q4,2025 Q4,False,2025-10-24,2025-11-17,data_breach,,Sin vector secundario,,,,15237.0,Medio,IP,"SCADA,SSO,manufacturing_OT,email",,Sin dato,93.5,28962128.26,0.0,22953933.15,0.0,31322871.23,56160876.77,,,,,,,,Mediana
2024-0426-001,Weber Diagnostics Group Inc.,48296303.23,< 1B,US,62,,Solo Primaria,461,Grande,False,,2024-04-26,2024,4,2,Q2,2024 Q2,False,2024-05-05,2024-05-09,supply_chain,,Sin vector secundario,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,BlackBasta,probable,,Sin dato,,"file_servers,backup_systems,VPN,cloud_infrastructure",,Sin dato,93.4,11591112.78,0.0,11807153.85,0.0,6851821.65,26110888.49,,,,,,,,Pequeña
2021-0425-001,Lambert MedTech Co.,288092661.28,< 1B,US,62,,Solo Primaria,1744,Muy grande,False,,2021-04-25,2021,4,2,Q2,2021 Q2,False,2021-06-25,2021-07-05,phishing,,Sin vector secundario,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,Hunters_International,confirmed,232716.0,Alto,health,"customer_database,SSO,manufacturing_OT,SCADA",,Sin dato,84.63,34571119.35,0.0,40181389.17,0.0,,77875934.5,,,,,,,,Pequeña
2025-0917-001,Azure Public Agency Holdings Inc.,50517637701.42,10B–100B,US,92,,Solo Primaria,486842,Muy grande,False,,2025-09-17,2025,9,3,Q3,2025 Q3,False,2025-10-21,2025-11-13,ransomware,,Sin vector secundario,,,,6621.0,Medio,PII,cloud_infrastructure,54.03,Medio,90.21,84187447.03,0.0,78613904.46,0.0,71759352.53,190820991.89,,,,,,,,Mediana
2025-0728-001,Patriot Bravo Partners Co.,524627181.1,< 1B,US,54,11,Primaria y Secundaria,2146,Muy grande,False,,2025-07-28,2025,7,3,Q3,2025 Q3,False,2025-08-02,2025-11-09,trojan,ransomware,ransomware,,BlackCat/ALPHV,suspected,646765.0,Alto,PII,"SSO,customer_database",,Sin dato,57.59,981953.15,0.0,374773.26,246370.89,557242.57,1728936.24,,,,,,,,Pequeña
2023-0205-001,Trident Azure Diagnostics PLC,113874801.88,< 1B,GB,62,51,Primaria y Secundaria,853,Grande,False,,2023-02-05,2023,2,1,Q1,2023 Q1,False,2023-08-05,2023-09-11,ransomware,data_breach,data_breach,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,163660.0,Alto,financial,"manufacturing_OT,customer_database",,Sin dato,65.79,30746196.51,0.0,18586369.36,1996438.06,17854657.79,56239419.12,,,,,,,,Pequeña
2024-1029-001,Vertex Thera Labs Inc.,12362150212.23,10B–100B,CA,62,,Solo Primaria,100161,Muy grande,True,VTL.TO,2024-10-29,2024,10,4,Q4,2024 Q4,True,2024-11-03,2024-11-16,malware,,Sin vector secundario,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,BlackBasta,suspected,45521.0,Medio,mixed,"active_directory,backup_systems,SSO,ERP",53.17,Medio,74.28,41189725.23,0.0,23984293.76,5140932.12,28411118.72,72967026.09,115.28,0.015702,-0.039275,-0.028099,199.0,>30 días,Recuperación lenta,Mediana
2025-0710-001,Orbit Lynx MedTech Corp.,2637111316.07,1B–10B,MX,62,,Solo Primaria,24055,Muy grande,False,,2025-07-10,2025,7,3,Q3,2025 Q3,False,2025-10-11,2025-10-14,phishing,,Sin vector secundario,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,,,238589.0,Alto,credentials,"website,HR_systems,CRM",,Sin dato,78.94,9130297.45,0.0,3686362.72,0.0,4938858.42,15744428.3,,,,,,,,Mediana
2023-1002-001,Prism Raptor Bank Group Inc.,3791159925.65,1B–10B,US,52,,Solo Primaria,9998,Muy grande,False,,2023-10-02,2023,10,4,Q4,2023 Q4,False,2023-10-13,2023-10-21,malware,,Sin vector secundario,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,NoName057,probable,996123.0,Alto,PII,"customer_database,ERP,VPN,CRM",,Sin dato,81.46,,,,,,,,,,,,,,Mediana
2025-0612-001,ValueValue Stores Co.,690054803.15,< 1B,US,44-45,,Solo Primaria,6416,Muy grande,False,,2025-06-12,2025,6,2,Q2,2025 Q2,False,2025-06-12,2025-08-16,ddos,,Sin vector secundario,Multi-vector botnet activation → volumetric UDP reflection (900 Gbps peak) → application-layer HTTP/2 flood → 18-hour service degradation,RansomHub,suspected,,Sin dato,,"payment_systems,manufacturing_OT",24.35,Medio,99.46,62104932.28,0.0,31180791.48,0.0,51284544.52,108096879.27,,,,,,,,Pequeña
2024-0703-001,Liverpool Capital Group PLC,52421076107.85,10B–100B,GB,52,,Solo Primaria,234687,Muy grande,False,,2024-07-03,2024,7,3,Q3,2024 Q3,False,2024-07-12,2024-08-13,apt,,Sin vector secundario,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,Vice_Society,confirmed,55354.0,Medio,PII,"SSO,website,active_directory,customer_database,HR_systems",262.83,Alto,80.78,215275531.05,0.0,237003761.56,0.0,314308821.35,505645114.74,,,,,,,,Mediana
